cloneId	symbol	pDNA.p0.10025	pDNA.p0.10025_10056	pDNA.p0.110625	pDNA.p0.110709	pDNA.p0.110709_10056	pDNA.p0.54_10051	HPAFII_PANCREAS.p5.A	HPAFII_PANCREAS.p5.B	HPAFII_PANCREAS.p5.C	HPAFII_PANCREAS.p5.D
TRCN0000005036	IQCD	19	21	21	17	18	20	4	4	12	2
TRCN0000005061	LHX5	25	23	33	28	24	24	17	31	18	13
TRCN0000005101	SPATA8	23	25	18	26	26	22	17	26	28	32
TRCN0000005108	ARRDC4	22	24	20	25	24	22	44	59	29	38
TRCN0000005142	SPCS2	17	15	31	23	20	22	7	9	4	5
TRCN0000005255	CLNS1A	18	18	14	20	18	17	6	8	11	5
TRCN0000005306	MPHOSPH9	19	12	20	22	14	25	10	18	9	10
TRCN0000005399	CTAGE1	8	6	6	6	9	9	25	10	5	7
TRCN0000005442	LAMA3	17	13	5	9	13	23	6	13	24	22
TRCN0000005464	ZFP36	17	16	18	18	19	17	2	1	2	1
TRCN0000005534	SEC61G	22	25	20	20	20	21	15	11	4	13
TRCN0000005548	LAMC3	19	21	25	23	21	21	52	51	45	32
TRCN0000005598	KCNJ5	22	25	20	25	22	24	3	10	1	3
TRCN0000005602	C11orf45	18	21	20	20	19	19	12	13	19	27
TRCN0000005647	C1orf56	5	5	4	5	5	6	12	16	3	9
TRCN0000005673	SCNM1	10	8	10	10	8	10	3	2	5	2
TRCN0000005822	IFNA14	15	15	13	9	14	16	12	15	15	9
TRCN0000006138	FXN	12	13	17	14	14	14	9	9	76	21
TRCN0000006157	MAPKAPK3	8	7	16	12	9	10	4	8	5	1
TRCN0000006309	BRD2	65	68	71	70	67	66	214	41	142	76
TRCN0000006328	MARK1	20	21	19	21	19	20	27	23	22	34
TRCN0000006371	SKAP1	8	8	10	9	10	8	3	11	1	8
TRCN0000006434	PTK7	15	17	19	17	15	18	76	82	42	82
TRCN0000006441	CMPK1	10	11	8	11	11	11	24	5	2	7
TRCN0000006625	SRSF4	15	15	16	15	15	13	5	2	9	8
TRCN0000006635	TCEA2	15	13	19	16	14	16	8	13	6	6
TRCN0000006675	ADAM10	9	9	7	11	10	10	24	21	61	7
TRCN0000006772	F2RL1	6	6	9	6	6	7	4	1	3	19
TRCN0000006838	DUSP3	48	46	56	53	50	49	13	3	10	7
TRCN0000006875	PPP3CC	31	35	14	6	31	37	91	100	113	133
TRCN0000006995	CDC2L2	16	16	18	14	13	13	8	1	3	3
TRCN0000007080	TBCK	12	13	14	13	13	13	2	9	3	7
TRCN0000007198	UBA7	17	16	14	20	19	20	43	49	114	69
TRCN0000007298	BAG1	7	7	5	6	6	5	2	13	3	5
TRCN0000007309	CREB1	11	12	19	12	11	13	16	7	8	9
TRCN0000007400	ARHGEF6	6	6	7	6	6	6	2	4	2	1
TRCN0000007521	SPRY2	18	20	12	18	17	18	10	10	9	3
TRCN0000007524	SPRY2	17	19	19	19	18	19	9	9	3	4
TRCN0000007582	NXF1	60	64	71	65	62	81	7	4	1	1
TRCN0000007589	UBD	84	85	75	95	92	101	103	45	93	51
TRCN0000007721	RNF121	29	27	32	30	25	32	203	277	214	346
TRCN0000011123	DDI2	39	42	44	44	42	24	47	43	75	28
TRCN0000011167	UBXN10	12	12	15	13	13	12	2	8	1	13
TRCN0000007826	LONRF2	11	10	10	11	10	12	1	2	2	2
TRCN0000007917	NTHL1	5	5	5	5	6	5	1	1	3	7
TRCN0000007922	POLB	14	15	18	14	13	14	3	59	6	12
TRCN0000007950	YBX1	6	5	6	6	6	6	1	1	15	11
TRCN0000007987	SRGN	10	10	11	10	11	12	8	20	14	9
TRCN0000008004	ARHGDIA	20	19	22	22	23	23	9	9	32	36
TRCN0000008058	ADRA1B	15	14	13	16	14	15	15	18	31	20
TRCN0000008158	C5AR1	8	8	7	8	8	8	18	17	10	15
TRCN0000008164	CALCR	10	9	9	8	8	9	18	6	3	14
TRCN0000008172	CASR	9	8	5	7	8	9	1	2	4	1
TRCN0000011242	CELSR2	19	16	18	15	17	20	47	3	16	7
TRCN0000221133	LPAR2	53	56	52	38	49	53	35	23	49	32
TRCN0000221164	EMR1	24	28	25	24	24	25	20	18	28	24
TRCN0000008250	GPR37L1	26	26	23	27	26	26	30	17	16	24
TRCN0000008326	FZD3	27	27	26	24	23	30	24	17	20	36
TRCN0000008339	FZD6	44	45	42	44	44	42	73	74	124	78
TRCN0000008750	HSP90AB1	32	34	43	34	34	35	46	54	67	31
TRCN0000011545	GPR115	11	14	10	12	11	13	3	12	10	4
TRCN0000008865	GPR26	10	8	12	11	8	11	1	1	2	1
TRCN0000011595	GABBR2	22	24	26	26	23	22	2	10	9	2
TRCN0000008902	GPR83	14	14	8	12	10	12	9	9	19	25
TRCN0000008915	PROKR2	5	5	7	6	6	5	2	1	2	6
TRCN0000009030	GRM6	10	10	9	12	12	14	1	5	5	26
TRCN0000009044	GRPR	12	12	12	14	12	12	7	3	3	26
TRCN0000009078	HRH4	15	15	12	15	14	16	1	4	3	4
TRCN0000009110	HTR3B	15	16	13	16	15	18	3	2	2	1
TRCN0000009412	OR51E2	29	31	21	32	32	31	45	76	65	66
TRCN0000012949	ZNF148	8	9	5	7	7	7	11	4	3	4
TRCN0000012970	ZNF157	11	12	3	10	10	12	3	5	13	3
TRCN0000012986	ZNF174	10	10	7	5	11	10	30	5	14	4
TRCN0000012994	ZNF177	8	9	8	8	8	8	5	21	3	25
TRCN0000013120	ZNF212	13	12	21	14	13	14	14	6	23	11
TRCN0000013147	YEATS4	11	13	16	12	11	13	7	14	14	6
TRCN0000013393	GTF3C5	7	6	8	7	6	7	8	1	4	20
TRCN0000013406	GTF3C3	14	16	10	14	13	15	1	1	1	1
TRCN0000013535	ZBTB40	28	29	20	28	28	24	99	95	100	116
TRCN0000013574	ATF4	22	22	22	18	18	24	28	32	33	83
TRCN0000013629	KLF9	5	5	4	4	5	6	2	5	2	3
TRCN0000013679	CCNT2	7	9	4	6	8	8	21	11	11	10
TRCN0000013692	CDX4	9	10	9	11	13	10	6	14	12	8
TRCN0000013698	CEBPE	3	3	3	3	3	3	1	2	1	1
TRCN0000013773	DLX4	23	24	18	25	23	24	10	2	17	3
TRCN0000013791	ARID3A	5	6	3	7	6	6	27	5	14	13
TRCN0000013810	E2F4	6	6	4	6	6	5	3	2	2	1
TRCN0000013917	ERG	87	90	72	89	85	85	35	67	40	46
TRCN0000013987	TAAR6	32	36	36	29	29	38	22	55	31	22
TRCN0000014058	TAS2R39	15	17	19	18	18	17	2	1	2	1
TRCN0000014155	PTGER3	18	19	20	18	18	20	8	10	13	10
TRCN0000014204	TUBB3	19	15	17	17	18	28	1	1	1	1
TRCN0000014259	RGS11	14	16	17	15	14	16	1	2	4	4
TRCN0000014265	VN1R3	22	23	17	20	22	21	40	8	14	16
TRCN0000014404	GPR151	26	28	35	31	28	29	19	28	28	23
TRCN0000014491	SFRP4	23	23	15	21	21	25	61	79	83	42
TRCN0000014726	TAL2	35	35	35	40	40	38	3	18	6	25
TRCN0000014838	ZNF24	74	77	62	74	71	71	94	76	96	98
TRCN0000014944	JUNB	9	9	11	9	9	10	13	9	9	8
TRCN0000015067	TAF7L	27	28	21	31	29	32	3	1	1	1
TRCN0000015118	ZNF30	23	27	27	28	27	28	83	55	58	63
TRCN0000015252	HOXA10	11	10	10	10	10	11	4	6	16	3
TRCN0000015309	SIX3	20	20	28	25	23	25	2	2	2	5
TRCN0000015410	TCF19	12	15	10	14	13	13	1	1	2	2
TRCN0000015498	HMG20B	15	16	8	16	15	16	2	1	2	3
TRCN0000015653	CITED2	22	25	20	23	21	26	11	19	15	21
TRCN0000016003	FOS	17	20	17	20	19	21	2	1	1	1
TRCN0000016136	NFXL1	15	17	8	15	15	16	31	19	34	37
TRCN0000016154	MBD3L2	17	20	16	19	19	17	1	1	5	3
TRCN0000016166	PROP1	16	15	22	20	19	19	32	6	11	20
TRCN0000016180	GTF3C2	4	3	6	3	3	4	5	1	1	6
TRCN0000016241	ZNF441	16	16	14	17	16	17	10	6	2	7
TRCN0000016276	KLF1	18	17	23	19	19	19	3	3	5	6
TRCN0000016317	PHF20	14	14	19	14	13	17	2	10	1	5
TRCN0000016425	FOXI2	23	24	27	24	23	25	20	36	35	13
TRCN0000016522	ZNF792	15	17	17	17	15	17	3	1	2	9
TRCN0000016689	POU2F3	8	9	5	8	8	9	1	6	5	2
TRCN0000016703	HMGB3P1	13	13	19	13	13	13	22	9	5	19
TRCN0000016785	RAX2	8	5	5	6	6	7	5	5	2	2
TRCN0000016792	PRRXL1	23	23	16	9	25	26	21	20	22	31
TRCN0000016848	ZSCAN4	21	23	19	22	21	23	12	11	33	157
TRCN0000016955	ZNF382	27	27	24	28	26	27	3	31	21	7
TRCN0000016997	ATOH8	14	10	11	9	11	17	1	1	1	1
TRCN0000017036	ZNF566	36	36	48	37	36	37	23	45	41	15
TRCN0000017073	SNAPC2	11	10	20	12	15	13	1	15	15	19
TRCN0000017358	C20orf152	14	14	7	11	13	17	7	5	18	1
TRCN0000017368	ZNFX1	17	17	24	21	19	19	19	10	9	13
TRCN0000017452	SOX18	7	4	12	9	5	9	6	6	2	8
TRCN0000017624	ZNF595	22	25	11	25	22	24	8	10	11	14
TRCN0000017878	EVX2	13	13	13	13	13	14	4	10	15	3
TRCN0000018163	ALX4	16	15	25	20	20	19	3	1	4	3
TRCN0000018188	VSX1	12	9	12	12	10	14	11	5	23	5
TRCN0000018196	ZNF689	8	8	8	7	7	7	12	1	2	4
TRCN0000018249	ZNF142	16	16	14	17	17	19	7	2	5	2
TRCN0000018938	TRAPPC2	51	54	38	55	50	57	107	130	92	84
TRCN0000018510	CITED1	10	10	12	11	10	11	43	5	6	3
TRCN0000018552	HMGN2	12	12	13	15	14	14	2	1	2	2
TRCN0000019273	SSRP1	21	20	18	22	19	23	2	1	1	1
TRCN0000019417	ZNF646	20	20	26	21	22	22	9	2	4	9
TRCN0000019551	ZNF500	15	16	14	16	14	14	3	1	1	5
TRCN0000019630	TLE2	7	5	4	7	7	6	7	11	18	5
TRCN0000019692	TLE3	4	3	3	4	3	3	1	1	2	1
TRCN0000019797	HOXD12	13	13	18	14	14	11	4	1	4	1
TRCN0000019882	TFDP1	19	19	21	21	22	11	3	7	1	1
TRCN0000019893	HOXD3	13	14	13	15	14	14	7	20	14	1
TRCN0000019938	HOXD4	11	9	13	14	11	14	3	1	13	7
TRCN0000019968	ZNF567	8	8	5	8	8	9	6	3	13	2
TRCN0000020050	NAB1	7	6	6	6	7	7	11	1	7	4
TRCN0000020058	ZNF711	15	14	10	15	14	17	2	4	18	2
TRCN0000020063	ZNF540	15	15	10	15	14	17	5	49	1	14
TRCN0000020190	CCNC	5	6	4	6	6	5	1	1	1	1
TRCN0000020206	ZBTB7B	20	20	20	13	21	22	5	6	6	4
TRCN0000020225	HSF4	20	23	20	20	20	21	2	4	4	18
TRCN0000020328	CBX2	16	17	24	17	17	14	10	6	9	2
TRCN0000020455	MTF1	9	11	9	9	10	10	2	4	15	5
TRCN0000020556	SPIB	19	20	21	18	18	19	11	9	6	6
TRCN0000220182	LOC390754	9	7	9	11	7	14	9	12	12	9
TRCN0000220196	SREBF1	28	28	33	29	28	26	33	39	19	36
TRCN0000220198	SREBF1	8	9	5	5	7	8	6	1	2	1
TRCN0000220240	ZNF416	3	4	5	4	4	3	11	1	1	1
TRCN0000020658	ZNF709	15	14	8	15	14	15	2	3	8	7
TRCN0000020745	MYF5	17	16	12	17	16	19	3	2	1	4
TRCN0000020817	HELT	10	10	9	10	11	11	4	5	12	8
TRCN0000020840	STAT3	11	12	14	13	12	13	6	1	3	1
TRCN0000020854	TBX10	11	12	11	15	12	14	21	6	20	36
TRCN0000020925	MYBBP1A	20	20	17	19	19	22	5	13	8	3
TRCN0000020953	ZNF488	9	9	6	9	8	8	1	3	3	5
TRCN0000021091	ZNF233	21	22	21	20	24	28	1	1	1	5
TRCN0000021134	GPN3	11	12	7	11	11	13	4	6	5	4
TRCN0000021150	KDM3A	20	24	20	23	21	21	4	12	8	5
TRCN0000021163	DMRT2	6	6	7	8	7	6	4	1	2	1
TRCN0000021184	PHF10	13	13	13	15	14	15	1	1	1	1
TRCN0000021294	ZBTB25	23	21	24	26	26	21	18	13	5	9
TRCN0000021345	KCNH7	25	25	28	25	22	27	33	21	92	12
TRCN0000021427	BRD4	6	4	8	6	5	8	1	1	1	1
TRCN0000021440	MAST3	13	14	16	12	12	13	4	6	3	5
TRCN0000021624	RXRB	7	7	4	7	7	8	13	20	6	4
TRCN0000021793	SCAND2	19	20	25	21	22	24	30	15	13	28
TRCN0000021819	TARBP1	28	28	24	22	32	31	10	26	5	32
TRCN0000021842	ZNF486	6	7	6	5	6	6	1	1	2	2
TRCN0000021856	POLR2G	10	11	16	10	10	12	55	21	6	7
TRCN0000021881	POLR2K	17	18	24	18	18	20	11	32	45	37
TRCN0000022067	MED7	8	8	5	8	8	9	1	1	1	1
TRCN0000022276	DNAJB5	26	26	32	29	30	30	166	14	82	51
TRCN0000022360	RTF1	19	20	13	20	19	22	3	1	4	2
TRCN0000022383	LRRC29	9	9	11	9	10	10	1	9	7	1
TRCN0000220337	H6PD	10	11	8	6	11	12	103	11	8	9
TRCN0000220385	HSD17B4	21	24	27	24	23	22	1	1	3	1
TRCN0000028104	SDHC	12	12	12	13	12	15	21	33	24	8
TRCN0000028085	SDHA	5	6	3	6	7	6	3	4	2	2
TRCN0000221362	NDUFV2	20	19	19	16	18	23	2	1	2	1
TRCN0000028456	BCKDHA	12	12	17	14	14	15	2	10	1	2
TRCN0000027193	CHDH	8	7	5	7	6	8	8	2	5	3
TRCN0000027222	ALDH3B2	16	16	13	12	15	18	5	17	10	7
TRCN0000027202	NDUFAB1	13	12	13	13	14	14	5	2	1	3
TRCN0000221860	ADH1C	14	13	22	14	14	16	12	20	4	3
TRCN0000221872	ADH1B	23	24	36	23	23	20	31	99	65	53
TRCN0000221885	MDH2	17	16	25	19	18	19	11	10	3	18
TRCN0000026590	GPD1	19	19	11	20	21	22	34	3	8	17
TRCN0000026558	RDH13	7	6	8	8	7	7	3	6	8	4
TRCN0000026567	HSD3BP4	8	6	14	11	9	10	16	102	17	17
TRCN0000026543	HSD17B8	6	3	4	8	4	9	1	38	3	6
TRCN0000029062	ELMO3	11	12	8	15	14	13	6	10	5	11
TRCN0000029223	HYOU1	11	12	10	10	10	12	8	9	12	10
TRCN0000029372	GRB2	6	7	4	7	7	7	1	1	3	1
TRCN0000029535	SERPINA1	9	9	6	11	9	11	2	2	4	1
TRCN0000029577	FCGR2A	10	11	12	11	10	12	10	16	13	2
TRCN0000029614	FCER2	28	28	24	31	30	29	14	49	41	56
TRCN0000029671	MRC1	21	24	24	20	18	22	3	8	3	1
TRCN0000029700	ERGIC2	24	25	25	29	26	24	44	42	58	34
TRCN0000029723	RFWD2	29	29	22	32	32	34	74	33	25	14
TRCN0000029813	LCP2	10	8	7	8	8	9	1	148	13	2
TRCN0000033293	PIK3R3	14	14	19	17	16	17	19	9	9	22
TRCN0000033407	LRP6	14	16	12	12	12	15	50	30	11	6
TRCN0000033491	BCL2L12	14	15	18	14	15	17	37	75	36	57
TRCN0000033514	BCORP1	84	88	112	96	92	94	140	212	141	137
TRCN0000033551	BECN1	14	15	27	16	16	17	7	3	1	4
TRCN0000033827	TRIM17	10	12	18	14	14	14	33	82	18	79
TRCN0000033834	RNF138	4	4	3	4	4	4	1	1	1	3
TRCN0000033893	TRIM54	22	23	26	21	19	21	17	15	20	17
TRCN0000034011	TRIM55	13	13	13	8	14	16	4	5	14	1
TRCN0000034080	TRIM6	34	30	43	38	33	25	8	16	18	17
TRCN0000034096	TRIM43	22	22	19	25	23	25	15	3	4	9
TRCN0000034279	BAZ1A	8	8	6	10	9	10	1	3	5	7
TRCN0000034305	TSPAN17	16	15	16	15	14	16	37	36	31	40
TRCN0000034314	FBXO8	21	19	16	21	19	22	7	4	2	8
TRCN0000034764	SHMT1	14	16	22	17	17	20	4	1	5	3
TRCN0000034805	SHMT2	3	3	4	4	4	3	4	1	29	1
TRCN0000034812	B3GNT5	17	19	17	18	17	19	7	4	12	13
TRCN0000035213	ST8SIA4	14	14	11	12	15	15	10	4	6	8
TRCN0000035303	ST8SIA5	9	9	6	8	9	10	4	1	4	3
TRCN0000035315	MBOAT1	14	14	16	15	14	18	26	48	51	27
TRCN0000035369	FUT10	19	18	22	18	16	18	28	27	17	15
TRCN0000035489	GALNT6	14	15	12	16	15	18	74	34	53	77
TRCN0000035522	GALNT8	19	21	35	25	22	23	114	88	23	95
TRCN0000035571	GALNT10	12	13	10	12	12	15	23	65	37	83
TRCN0000035585	B3GALNT2	18	20	14	18	17	18	70	93	53	148
TRCN0000035682	PCYT1B	18	18	21	19	18	19	19	10	5	21
TRCN0000035713	NMT1	9	9	7	8	8	10	28	22	29	10
TRCN0000035731	TPST2	4	5	3	4	4	6	3	1	1	2
TRCN0000035871	LOC285544	6	7	13	9	8	9	3	1	1	3
TRCN0000035966	LOC391661	13	12	8	11	11	12	2	1	1	3
TRCN0000035997	LRAT	10	10	10	8	9	10	10	24	11	36
TRCN0000036160	FNTAP1	7	8	3	8	7	8	6	9	15	25
TRCN0000036212	PFAS	78	81	30	9	78	86	14	23	38	21
TRCN0000036251	PRO0159	15	12	9	8	14	18	8	6	12	6
TRCN0000036434	UGT1A8	21	23	17	25	27	26	27	44	29	29
TRCN0000036451	MAT2A	9	9	5	11	9	12	2	12	12	5
TRCN0000036543	AKR1C4	19	17	20	20	19	23	51	58	88	62
TRCN0000036596	LOC390393	8	9	10	11	10	9	10	1	26	19
TRCN0000036728	LOC402337	11	12	11	14	12	14	19	25	49	11
TRCN0000036767	GNAT1	13	13	11	15	13	16	15	29	166	11
TRCN0000036939	RGS10	40	38	45	50	48	45	58	63	129	59
TRCN0000036993	MRAS	20	18	29	21	22	21	36	35	37	83
TRCN0000037433	SPEG	7	8	10	8	7	8	2	2	1	1
TRCN0000037596	CDKN2C	7	7	6	9	8	9	2	1	6	4
TRCN0000037605	PI4K2A	4	4	4	4	4	4	3	10	13	12
TRCN0000037620	NAGK	10	10	6	9	9	10	4	33	14	11
TRCN0000037686	CERK	22	24	17	24	21	25	26	42	41	36
TRCN0000037868	MAGI3	9	9	5	8	8	10	2	1	1	2
TRCN0000037922	CKS1B	36	38	39	34	30	13	4	13	11	4
TRCN0000038123	TUSC5	21	21	31	23	23	22	95	52	36	67
TRCN0000038167	MCC	51	58	59	66	61	67	122	203	159	93
TRCN0000038221	ATP5J	24	25	15	27	25	27	19	34	17	39
TRCN0000038257	SLC22A15	32	32	29	31	27	35	16	40	25	25
TRCN0000038309	SLCO4C1	6	5	7	5	6	6	4	4	2	3
TRCN0000038375	SLC30A4	14	16	10	18	15	17	28	14	22	19
TRCN0000038421	SLC16A5	6	5	5	5	6	6	8	29	8	2
TRCN0000038732	DMBT1	6	7	5	7	7	7	1	1	1	2
TRCN0000038758	N6AMT1	30	30	24	33	31	35	15	1	8	8
TRCN0000038878	CORT	15	16	18	19	17	17	4	11	5	8
TRCN0000038955	DCXR	6	9	9	8	6	7	3	7	26	7
TRCN0000039661	E2F1	16	20	14	16	15	18	33	3	4	3
TRCN0000039668	MSH2	20	19	21	18	19	23	97	9	70	35
TRCN0000221516	RPS6KA1	14	18	14	18	16	19	7	3	5	2
TRCN0000221519	MLST8	17	15	17	20	17	21	2	1	2	3
TRCN0000221587	BRCA1	15	18	15	19	18	19	13	1	4	9
TRCN0000221594	XRCC5	6	5	6	5	5	5	8	15	6	9
TRCN0000039863	MAX	6	4	4	8	4	8	6	3	6	1
TRCN0000039960	CDK2	4	4	5	3	3	4	1	1	1	2
TRCN0000043065	SLCO2A1	12	12	13	13	11	13	7	6	2	5
TRCN0000043057	SLC20A1	13	14	14	13	13	18	10	5	4	6
TRCN0000043023	OSTBETA	9	10	9	10	9	10	2	8	5	2
TRCN0000042962	ASNA1	9	9	12	10	10	11	1	3	2	4
TRCN0000042956	SLC12A6	37	37	47	42	36	36	95	60	108	68
TRCN0000042889	SLC6A4	13	12	3	3	13	15	14	2	18	4
TRCN0000043166	SLC7A13	14	16	10	15	14	17	2	2	9	2
TRCN0000043193	SLC1A3	7	8	10	8	8	9	1	1	1	1
TRCN0000043500	ATP8A2	8	8	11	8	8	10	4	6	3	9
TRCN0000043548	SLC35A2	12	11	10	12	12	14	22	10	19	7
TRCN0000043576	SLC6A2	7	7	9	7	7	7	3	1	3	4
TRCN0000043596	SLC28A3	10	3	18	21	3	15	18	16	25	65
TRCN0000043660	SLC29A2	11	12	16	12	12	13	1	1	1	1
TRCN0000043671	SLC30A6	14	14	11	13	14	15	41	23	25	34
TRCN0000043696	SLC13A2	15	11	15	10	15	17	49	22	19	21
TRCN0000043715	CATSPER2	19	20	16	20	19	21	8	19	15	9
TRCN0000044029	TRPC3	28	26	26	16	28	31	11	19	11	25
TRCN0000044036	SLC35A4	7	8	12	9	9	9	8	2	1	12
TRCN0000044071	SLC25A13	7	8	6	6	7	8	15	5	6	6
TRCN0000044133	KCNRG	14	16	20	17	16	15	4	7	9	7
TRCN0000044149	TRPM2	10	11	18	13	12	12	19	31	12	17
TRCN0000044342	KCNV1	20	21	19	19	17	20	14	18	26	26
TRCN0000044394	CACNA2D4	15	15	18	19	18	17	5	3	6	18
TRCN0000044533	SLC35B3	16	17	18	17	16	16	8	10	13	18
TRCN0000044551	KCNJ13	21	25	17	25	23	25	40	65	46	18
TRCN0000044616	SCN11A	26	27	28	31	30	31	4	9	2	5
TRCN0000044775	SLC25A29	5	5	6	5	5	5	2	7	2	1
TRCN0000044790	KCNAB1	25	25	23	24	25	27	6	5	2	3
TRCN0000044866	SLC25A23	9	9	8	8	8	10	1	1	4	1
TRCN0000044994	KCND2	7	6	4	6	5	7	1	1	1	1
TRCN0000045185	CCNK	7	9	10	9	8	8	1	1	1	1
TRCN0000045248	HMOX1	20	18	23	21	19	19	19	17	2	11
TRCN0000045264	S100A6	12	11	9	12	12	14	6	17	12	12
TRCN0000045316	INCA1	12	13	15	12	16	15	10	9	23	2
TRCN0000045422	THNSL1	4	4	4	4	4	5	6	1	1	1
TRCN0000045453	PRPSAP1	6	6	3	5	6	7	1	10	4	3
TRCN0000045734	FARS2	13	10	17	17	10	17	6	7	3	3
TRCN0000045922	ISYNA1	10	11	11	11	11	12	24	12	15	39
TRCN0000045960	COX5A	17	17	16	18	16	19	1	1	2	1
TRCN0000046190	AOC3	12	11	8	11	11	12	5	4	2	3
TRCN0000046591	NDUFA4L2	14	13	9	10	12	14	72	27	17	102
TRCN0000046598	DHCR7	12	15	9	14	14	15	13	5	12	9
TRCN0000046929	AMDHD2	13	13	16	13	14	15	5	2	5	3
TRCN0000046939	ECE1	9	11	11	10	11	12	45	41	18	8
TRCN0000046967	CES2	12	11	14	10	12	13	3	5	3	8
TRCN0000046994	GDA	29	29	34	32	30	32	5	3	8	12
TRCN0000047077	TMPRSS5	19	23	27	25	23	27	5	11	31	10
TRCN0000047105	TINAG	39	38	42	43	40	46	3	14	3	2
TRCN0000047139	KIFC1	15	15	17	15	15	14	14	6	5	27
TRCN0000047214	RAB1B	19	20	21	22	21	24	1	1	1	1
TRCN0000047230	RAPGEF3	38	39	39	42	41	41	66	73	41	54
TRCN0000047316	ARFGEF2	21	22	17	22	20	19	202	61	32	93
TRCN0000047444	GTPBP1	10	11	12	10	9	12	1	1	1	1
TRCN0000047487	IQGAP1	19	21	23	21	19	20	1	1	1	5
TRCN0000047612	RASL10B	15	17	20	17	14	19	14	40	28	42
TRCN0000047802	CHN1	17	15	14	15	17	20	4	11	5	2
TRCN0000047826	DLC1	29	29	26	35	31	33	2	2	3	1
TRCN0000047858	SH3BP1	18	21	14	20	18	21	6	6	12	3
TRCN0000047880	RAB8B	21	21	25	22	22	23	28	63	54	29
TRCN0000047914	RASD2	16	17	19	18	18	21	35	28	22	37
TRCN0000047969	OPHN1	36	37	33	37	37	43	49	35	14	70
TRCN0000047975	GTPBP4	28	29	22	27	30	31	43	11	22	41
TRCN0000048106	RAB9A	43	43	36	44	45	50	119	148	92	117
TRCN0000048113	RASGRP3	27	28	24	28	29	31	196	97	52	70
TRCN0000048134	RAB28	18	18	16	20	20	17	21	46	32	36
TRCN0000048166	RABL2B	17	16	23	19	18	18	1	7	1	2
TRCN0000048210	KALRN	16	14	15	15	14	19	4	7	5	4
TRCN0000048217	RAB8A	17	17	13	16	14	19	32	59	57	52
TRCN0000048256	FGD2	32	36	32	39	34	37	64	132	99	61
TRCN0000048272	RASGRP1	42	45	39	37	34	41	8	9	20	12
TRCN0000048381	LOC389842	12	13	14	15	15	15	3	7	1	5
TRCN0000048469	ARHGAP23	11	11	20	11	12	13	1	1	2	1
TRCN0000048536	TTLL2	18	18	27	17	20	21	33	8	36	9
TRCN0000048780	C14orf126	46	46	45	52	48	52	36	23	36	42
TRCN0000048804	PAFAH1B3	21	16	39	25	20	22	6	4	16	6
TRCN0000048842	PDE4DIP	12	11	13	14	14	13	46	72	70	24
TRCN0000048870	ACOT8	23	23	30	26	27	26	16	36	19	20
TRCN0000048915	PDE7B	21	23	31	25	25	26	21	4	5	13
TRCN0000048929	SIAE	34	38	37	33	33	39	12	10	16	21
TRCN0000048945	SMPD3	6	6	19	7	7	8	4	1	1	3
TRCN0000048970	ACOT4	8	9	16	7	9	10	44	156	44	17
TRCN0000049012	SMPD5	18	17	24	19	17	19	5	8	10	5
TRCN0000049208	PIN1P1	9	10	7	12	11	11	11	2	12	3
TRCN0000049315	TOP3B	14	13	14	16	14	17	13	76	17	85
TRCN0000049396	EBP	6	6	5	6	5	6	6	1	16	8
TRCN0000049486	GALM	37	37	27	33	30	33	4	9	14	7
TRCN0000049595	LOC93432	19	18	22	20	17	21	29	20	6	23
TRCN0000049636	MAN2B2	34	34	31	35	32	39	9	12	22	15
TRCN0000049648	MANEA	48	49	48	49	46	48	28	11	15	23
TRCN0000049699	DNASE1L2	8	3	56	29	3	24	3	2	6	4
TRCN0000049878	POP4	30	32	28	33	31	26	5	17	13	7
TRCN0000049906	REXO2	15	15	12	13	12	17	2	5	1	1
TRCN0000049938	ISG20	16	17	14	20	18	21	2	1	1	1
TRCN0000049951	MMP10	20	21	18	21	20	22	41	40	25	19
TRCN0000049969	SYNJ1	22	23	22	23	23	27	1	1	1	1
TRCN0000050057	PNPLA3	23	23	30	23	23	25	2	5	11	2
TRCN0000050163	AHCYL2	18	17	19	20	18	21	6	2	4	6
TRCN0000050385	HINT2	13	10	14	13	11	14	5	18	8	10
TRCN0000050449	ENTPD3	15	14	9	7	13	20	12	15	6	3
TRCN0000050457	PPAP2B	5	5	4	5	5	5	4	2	3	5
TRCN0000050503	PSMC1	8	8	4	9	8	9	2	1	1	2
TRCN0000050521	ITPA	11	12	5	12	11	13	24	23	33	49
TRCN0000050554	EPHX2	18	17	17	18	19	23	38	27	31	44
TRCN0000050663	SBNO1	16	17	8	14	16	17	142	57	42	44
TRCN0000050707	DHX36	13	15	16	15	14	17	5	1	5	6
TRCN0000050715	MMP11	18	20	23	20	18	21	48	31	16	22
TRCN0000050750	MPPED2	8	9	5	6	7	10	16	11	16	11
TRCN0000050773	DPP4	15	16	8	16	17	17	5	2	26	10
TRCN0000050780	ERCC5	13	12	12	11	11	14	6	17	8	9
TRCN0000050820	GPLD1	18	15	10	15	15	17	114	31	25	52
TRCN0000050947	DHX37	16	17	15	15	14	15	7	21	9	4
TRCN0000051023	DDHD1	51	46	55	58	57	68	8	7	7	8
TRCN0000051191	KLK10	21	22	26	23	24	24	4	17	35	5
TRCN0000051329	PLA2G5	11	10	11	11	10	11	6	34	5	5
TRCN0000051480	NUDT6	14	16	23	18	16	16	2	3	2	1
